1dz9_orig,1jfb_orig,1nr6_orig,1po5_orig,1tqn_orig,1ued_orig,1z8o_orig,2ciw_orig,2d09_orig,2hi4_orig,2nnj_orig,2q9f_orig,2rfb_1_10,2rfb_1_3,2rfb_1_4,2rfb_1_5,2rfb_1_6,2rfb_1_7,2rfb_1_8,2rfb_1_9,2rfb_2_10,2rfb_2_3,2rfb_2_4,2rfb_2_5,2rfb_2_6,2rfb_2_7,2rfb_2_8,2rfb_2_9,2rfb_3_10,2rfb_3_3,2rfb_3_4,2rfb_3_5,2rfb_3_6,2rfb_3_9,2rfb_orig,2ve3_orig,2w0b_orig,2wm4_orig,2x5l_orig,2xkr_orig,2z3t_orig,2zqx_orig,3aba_orig,3abb_orig,3b4x_orig,3c6g_orig,3cv8_orig,3k9v_orig,3mgx_orig,3mzs_orig,3nc3_orig,3pm0_orig,3r9b_orig,3rwl_orig,3s79_1_10,3s79_1_3,3s79_1_4,3s79_1_5,3s79_1_6,3s79_1_7,3s79_1_8,3s79_1_9,3s79_2_10,3s79_2_3,3s79_2_4,3s79_2_5,3s79_2_6,3s79_2_7,3s79_2_8,3s79_2_9,3s79_3_10,3s79_3_3,3s79_3_4,3s79_3_5,3s79_3_6,3s79_3_7,3s79_3_8,3s79_3_9,3s79_orig,3swz_orig,3t3z_orig,3tbg_orig,3vm4_orig,3vrm_orig,3wsp_orig,3zkp_orig,4c28_orig,4e2p_1_10,4e2p_1_11,4e2p_1_3,4e2p_1_4,4e2p_1_5,4e2p_1_6,4e2p_1_7,4e2p_1_8,4e2p_1_9,4e2p_3_10,4e2p_3_3,4e2p_3_4,4e2p_3_5,4e2p_3_6,4e2p_3_7,4e2p_3_8,4e2p_3_9,4e2p_orig,4eji_orig,4ep6_orig,4g3j_orig,4ggv_orig,4i8v_orig,4i91_orig,4l0f_orig,4l6g_orig,4lxj_orig,4mm0_orig,4nz2_orig,4tt5_orig,4tvf_orig,4ubs_1_10,4ubs_1_11,4ubs_1_4,4ubs_1_5,4ubs_1_6,4ubs_1_7,4ubs_1_8,4ubs_1_9,4ubs_2_11,4ubs_2_12,4ubs_2_3,4ubs_2_4,4ubs_2_5,4ubs_2_6,4ubs_2_7,4ubs_2_8,4ubs_2_9,4ubs_3_10,4ubs_3_3,4ubs_3_4,4ubs_3_5,4ubs_3_6,4ubs_3_7,4ubs_3_8,4ubs_3_9,4ubs_orig,4yt3_orig,4yzr_orig,5dqn_orig,5foi_orig,5hdi_orig,5hiw_orig,5jlc_orig,5l1s_orig,5l92_orig,5o4k_orig,5tz1_orig,5ylw_orig,6a17_1_10,6a17_1_11,6a17_1_12,6a17_1_3,6a17_1_4,6a17_1_5,6a17_1_6,6a17_1_7,6a17_1_8,6a17_1_9,6a17_2_10,6a17_2_3,6a17_2_4,6a17_2_5,6a17_2_6,6a17_2_7,6a17_2_8,6a17_2_9,6a17_3_10,6a17_3_3,6a17_3_4,6a17_3_5,6a17_3_6,6a17_3_7,6a17_3_8,6a17_3_9,6a17_orig,6b11_orig,6cr2_orig,6fyj_orig,6g5o_orig,6gk5_orig,6j95_orig,6l8h_orig,6mcw_orig,6mjm_orig,6u30_orig
0,0.092958372,0.051528121,0.034703614,0.0684551,0.102165125,0.050692266,0.044729717,0.049195844,0.03210532,0.067687465,0.035987453,0.044491037,0.050158673,0.021670604,0.04098887,0.043454762,0.032115895,0.078741447,0.064194676,0.036956614,0.044386321,0.075315164,0.077648771,0.047692593,0.070428985,0.040958687,0.045912947,0.028365784,0.041494024,0.04663172,0.046287545,0.032587437,0.035909346,0.116093361,0.023257669,0.02928251,0.046966887,0.053194308,0.107126107,0.089898514,0.074023569,0.036271579,0.058329776,0.023484092,0.060230352,0.046307455,0.090330873,0.107078246,0.087073727,0.045985103,0.05918542,0.036134044,0.061854533,0.048146812,0.04470208,0.026895545,0.034111841,0.040856486,0.05012075,0.035303403,0.036972774,0.060854445,0.051136051,0.039087955,0.045884518,0.032430322,0.081317373,0.087280803,0.026978577,0.053072785,0.068435697,0.069474673,0.076363916,0.023850228,0.037609806,0.051862462,0.061019809,0.133031608,0.030769405,0.035220224,0.07012173,0.047648624,0.037527964,0.02626331,0.026693979,0.027671737,0.051119697,0.021602959,0.064584793,0.051770512,0.031676652,0.027895459,0.026908138,0.062073585,0.034857003,0.038143777,0.046746298,0.03646558,0.046928569,0.059757449,0.034593364,0.023830179,0.030350094,0.063574618,0.049225935,0.0915667,0.024625182,0.022883461,0.041469946,0.04120097,0.095575801,0.036614366,0.065125897,0.021033291,0.069237657,0.079694323,0.041201402,0.083912285,0.044829057,0.052047076,0.056365986,0.107210875,0.09365158,0.056379815,0.050907679,0.079607442,0.050391144,0.059737941,0.08901895,0.065519793,0.061380021,0.048477516,0.064939801,0.09528418,0.049689961,0.065940082,0.041327872,0.041935322,0.051598795,0.04118602,0.060821742,0.062308669,0.050012465,0.054624107,0.028448516,0.048719752,0.03973041,0.082175699,0.102041087,0.072388214,0.05907837,0.033271361,0.021655491,0.078832075,0.084771026,0.054529173,0.057296716,0.076073277,0.02341532,0.032052867,0.014529624,0.030618534,0.03386685,0.041861516,0.036834147,0.040752349,0.022884694,0.028053921,0.025785091,0.018982641,0.026582776,0.025552124,0.02559972,0.043062254,0.042749648,0.029413959,0.036096574,0.038137329,0.028996614,0.0411542,0.031178422,0.03423424,0.053074147,0.077157069,0.034880441,0.104816516,0.022975327,0.059399778,0.042692461,0.051841425,0.051476555,0.022466891
0.092958372,0,0.056071483,0.076476207,0.061550423,0.055553876,0.056853675,0.086079705,0.084327822,0.104068021,0.082982997,0.112505229,0.151579716,0.153393528,0.105136918,0.092563325,0.143593246,0.128639725,0.163725702,0.104214133,0.062580845,0.052557795,0.077347084,0.080369768,0.079729471,0.063668627,0.071401054,0.067112304,0.068792591,0.106452389,0.095260307,0.145318011,0.115527497,0.106651928,0.066009193,0.072646807,0.091245725,0.061585523,0.078797064,0.060899325,0.040106093,0.025117547,0.070924265,0.05223292,0.086264501,0.078747555,0.04449883,0.034697409,0.082950206,0.086132649,0.103404475,0.067606878,0.066995829,0.064572871,0.059520953,0.044226349,0.093427307,0.073741328,0.080937664,0.070788607,0.063953477,0.064332693,0.139773642,0.07869336,0.094490043,0.097317054,0.111139129,0.148439015,0.165626548,0.106582787,0.048789027,0.041364434,0.037908151,0.047049215,0.058801567,0.065563453,0.048425003,0.040174029,0.063228114,0.084387727,0.100868821,0.076175828,0.047875661,0.058736702,0.102785737,0.114905773,0.090290343,0.04936463,0.082384409,0.065400792,0.111270105,0.048060702,0.091322106,0.077222462,0.06982004,0.059843046,0.079643207,0.106602008,0.094412569,0.060139804,0.032656776,0.05040312,0.098313387,0.094747508,0.118833457,0.104439078,0.051373351,0.112975948,0.089169497,0.069837059,0.077678888,0.064812666,0.069956845,0.07920851,0.079573867,0.067353083,0.067269433,0.072225426,0.050915351,0.071786302,0.079042094,0.074721517,0.038677073,0.05122189,0.074488434,0.100550846,0.123685864,0.103272917,0.085656932,0.10903392,0.100709151,0.101373013,0.096315032,0.102897397,0.093920272,0.103256918,0.085440296,0.07668146,0.060046353,0.135474721,0.079209012,0.103818177,0.08853245,0.055725958,0.080086923,0.064516864,0.072160447,0.073851655,0.052913357,0.064723418,0.097555562,0.091688207,0.080616101,0.083229745,0.059755773,0.072490033,0.093871909,0.115410067,0.13168873,0.093354432,0.066553601,0.097084216,0.12092174,0.087563292,0.091324889,0.106951385,0.101046841,0.07998837,0.074855853,0.093968405,0.09563609,0.099308261,0.102883046,0.081545986,0.05227509,0.136177026,0.109537611,0.093383866,0.117285715,0.099106954,0.056280953,0.075728535,0.132435173,0.055407988,0.072835484,0.057188484,0.057871546,0.08197329,0.041497554,0.079845191,0.135666344,0.053013883,0.078690668
0.051528121,0.056071483,0,0.035125845,0.019299303,0.038930135,0.045042876,0.035073067,0.054288462,0.052928282,0.017816989,0.048022905,0.087208755,0.099045298,0.0549323,0.038643695,0.078147006,0.085692414,0.140617524,0.097637371,0.050410153,0.051163255,0.058420099,0.060469958,0.047863166,0.065483228,0.056072212,0.055083292,0.031970755,0.05361904,0.039744195,0.089705116,0.065588292,0.051953211,0.044333102,0.041845137,0.040570495,0.029815758,0.031495094,0.040381719,0.042236848,0.04428766,0.040062953,0.015958977,0.040600268,0.023115157,0.041370552,0.040401539,0.041929197,0.076784077,0.05906921,0.027863882,0.038098411,0.020796311,0.074744377,0.044691788,0.064223097,0.07610483,0.086063204,0.07632752,0.063381023,0.057665532,0.122066206,0.070645329,0.05322697,0.079727137,0.078473627,0.135909547,0.148041492,0.084498478,0.037324479,0.032017898,0.028250334,0.050876336,0.03985338,0.070505913,0.032890555,0.03729131,0.057444453,0.037817232,0.048708538,0.015849561,0.047260369,0.036588941,0.055797315,0.05869669,0.043651799,0.030118353,0.03045327,0.02669552,0.048865268,0.025423956,0.036335325,0.035851423,0.034058561,0.031760731,0.035198956,0.043237811,0.046520649,0.0389223,0.051677928,0.032044516,0.038445779,0.041430496,0.039799049,0.047802034,0.057604104,0.054633312,0.06032376,0.026165798,0.039694179,0.03706546,0.05922097,0.024752371,0.044374043,0.01701414,0.041928236,0.023362643,0.062637993,0.059116436,0.043447193,0.047809786,0.06509806,0.058304828,0.046769599,0.060851532,0.070938694,0.062157815,0.051975651,0.086725664,0.07676737,0.064303509,0.058617481,0.078891052,0.057224104,0.058750404,0.059370908,0.044468637,0.03609549,0.080335041,0.049610101,0.064925414,0.049968512,0.038270873,0.024983192,0.023065346,0.025039492,0.041681932,0.032852527,0.034553414,0.039099318,0.046695995,0.039419791,0.052053901,0.044358405,0.033824203,0.098779897,0.106685649,0.12954042,0.066965518,0.060685592,0.055861332,0.072554893,0.079392356,0.088609217,0.083486114,0.074828376,0.038838851,0.04618825,0.042287997,0.049007618,0.059078041,0.063184862,0.047199061,0.021750491,0.089019137,0.053992077,0.040609302,0.082448806,0.046837789,0.058067445,0.062246904,0.082011716,0.037274544,0.035339657,0.032754461,0.038830613,0.046084718,0.022359856,0.023133152,0.077227945,0.014769562,0.044279191
0.034703614,0.076476207,0.035125845,0,0.046824335,0.081247766,0.056824651,0.023680133,0.054638618,0.039066989,0.057579814,0.020371791,0.070387695,0.08249988,0.035388826,0.028386202,0.063056011,0.066261733,0.133048455,0.097352415,0.047856537,0.056529304,0.082454352,0.075963365,0.054988367,0.079510801,0.059137295,0.059882551,0.027860332,0.056938406,0.050441236,0.079075376,0.055536224,0.041495863,0.08921294,0.030861732,0.032891665,0.045328505,0.054176245,0.084707392,0.066795806,0.062065822,0.022710111,0.040626814,0.014073069,0.034500723,0.037512644,0.059818918,0.084753411,0.068239615,0.062180405,0.031690362,0.025707453,0.057411612,0.067200531,0.040358591,0.053789443,0.063222838,0.073279994,0.068840166,0.048882366,0.042274051,0.113737591,0.074309795,0.056877504,0.072309544,0.076257482,0.132582022,0.140561662,0.067794296,0.033354002,0.054789759,0.058506242,0.058586612,0.032825288,0.053859206,0.038217056,0.040575942,0.091565009,0.029293584,0.016997486,0.042995431,0.051671201,0.038520626,0.036610582,0.044144534,0.027433971,0.039045218,0.033461591,0.042694263,0.030636502,0.033326351,0.02729965,0.024154652,0.039367536,0.036065493,0.029645558,0.032740513,0.032131901,0.04447215,0.0556764,0.02421701,0.024253283,0.023303535,0.054848023,0.029446246,0.074300641,0.03353802,0.049273682,0.021910726,0.016062467,0.083392868,0.061403146,0.041935098,0.038934817,0.054596961,0.058470475,0.039139731,0.091041072,0.071336728,0.049222578,0.064321953,0.096056119,0.076435464,0.059381877,0.070468667,0.090428241,0.065499824,0.065272749,0.107792034,0.092105434,0.079516574,0.06725898,0.076789255,0.094478694,0.058951369,0.079761737,0.053310543,0.048250302,0.077089111,0.0531628,0.07465839,0.067675825,0.019304563,0.038011337,0.023167216,0.049502431,0.012447942,0.07208299,0.074075532,0.041886406,0.043754871,0.017023607,0.040103329,0.039950664,0.052588686,0.091503935,0.098929376,0.121500457,0.05566008,0.055369072,0.039784315,0.063876645,0.072774683,0.073710042,0.073475047,0.07308111,0.028676755,0.044403447,0.028479199,0.046572498,0.041808979,0.051277369,0.042164066,0.031887503,0.075681549,0.03737132,0.038646454,0.069336944,0.037226028,0.054520386,0.051078454,0.05559903,0.017135707,0.033821043,0.037426494,0.077493078,0.02739676,0.038092697,0.034368163,0.066132856,0.042143269,0.031866927
0.0684551,0.061550423,0.019299303,0.046824335,0,0.040665224,0.04651672,0.049225721,0.051484616,0.06080894,0.020261927,0.058245525,0.090555796,0.119165829,0.073250712,0.054193352,0.090030214,0.09664449,0.152169492,0.10464438,0.062324676,0.06036086,0.064872501,0.061995391,0.049132755,0.074353513,0.067554075,0.062822667,0.040317483,0.057442067,0.043238496,0.112890823,0.077382429,0.059617928,0.034947609,0.054052434,0.047660749,0.042104,0.032739326,0.029600555,0.036186984,0.047822259,0.051338887,0.019319622,0.052002518,0.027637571,0.053215817,0.046860009,0.04325924,0.075985638,0.061296096,0.033565462,0.04838903,0.024610001,0.085645757,0.058095693,0.079882476,0.08972712,0.097077535,0.086727231,0.077557717,0.067796222,0.133568607,0.076225481,0.052464906,0.084626846,0.093234923,0.142985087,0.153140036,0.098996418,0.050542045,0.032569677,0.037190432,0.06912611,0.057584986,0.087916661,0.049071059,0.053078552,0.04087413,0.048122421,0.05956154,0.019180116,0.057962064,0.040581291,0.070251349,0.071987602,0.05460587,0.041792193,0.042597146,0.020335691,0.045059068,0.038300928,0.046161398,0.045187246,0.038445253,0.049717439,0.034426594,0.038517908,0.045022162,0.038310544,0.058813736,0.04064317,0.055476127,0.045346775,0.040624532,0.056333221,0.049910253,0.072954091,0.075360683,0.032136671,0.044506411,0.032320434,0.067387206,0.021235042,0.058769735,0.018997275,0.033819619,0.035707978,0.07442586,0.075122003,0.051635269,0.049011643,0.064978188,0.061208868,0.047412227,0.068189028,0.067798706,0.068915796,0.058267642,0.090114405,0.08380503,0.063295293,0.067327269,0.089849527,0.046473033,0.060206515,0.056749084,0.044494852,0.046024009,0.083603795,0.055745441,0.068226383,0.052796038,0.051594888,0.025755228,0.031069798,0.026677428,0.055726169,0.033892917,0.023513208,0.037727853,0.045672311,0.044164565,0.061867321,0.045118553,0.026829245,0.112702238,0.122393744,0.146174519,0.086439376,0.073017532,0.070443624,0.087168324,0.093105459,0.100054592,0.100748503,0.08391625,0.053975481,0.056440229,0.050573802,0.062154949,0.06185899,0.07146155,0.059638819,0.032815431,0.110300532,0.058670207,0.050313793,0.103033752,0.058307681,0.076782586,0.076350881,0.083839791,0.051754002,0.035660365,0.046757777,0.031061089,0.054621279,0.027370287,0.026323118,0.095371092,0.014142262,0.052345219
0.102165125,0.055553876,0.038930135,0.081247766,0.040665224,0,0.078061643,0.075081286,0.096316611,0.088280796,0.047964185,0.098521403,0.130496661,0.138133181,0.104790897,0.070925098,0.114664457,0.121930896,0.164327641,0.115273912,0.091072169,0.076555586,0.089103788,0.080180647,0.078635198,0.093379422,0.088235189,0.079952197,0.06209886,0.086279669,0.073323884,0.124429014,0.097547204,0.081221805,0.024640434,0.086257429,0.086542704,0.063621159,0.050302842,0.018884401,0.04928518,0.059944559,0.084499863,0.036206378,0.093412192,0.065142348,0.076038202,0.052083828,0.040801995,0.114815871,0.079899393,0.062530122,0.082290511,0.02831399,0.099756409,0.064707754,0.095868005,0.115167339,0.123050206,0.102705858,0.101536845,0.097854339,0.145911239,0.086729236,0.084816031,0.103269655,0.114261167,0.153479028,0.173231223,0.130071434,0.069373505,0.051625236,0.04535955,0.073647396,0.076146734,0.111825849,0.072710869,0.063671034,0.049358477,0.084371428,0.104346145,0.044414375,0.086853816,0.075785886,0.097148026,0.100824026,0.082078224,0.05744097,0.069048607,0.051152016,0.085399547,0.061957606,0.084532996,0.081263811,0.066028316,0.070747153,0.077322612,0.076215555,0.078107397,0.054705349,0.065226762,0.067416142,0.088677443,0.085943259,0.066235316,0.095814026,0.083730795,0.102601923,0.100636679,0.06513011,0.081953001,0.033688607,0.100491453,0.042392525,0.08551696,0.036031017,0.067864615,0.06119938,0.05967358,0.088004272,0.081756008,0.072747664,0.05030357,0.057998258,0.059159975,0.090633427,0.10266844,0.079139368,0.0733354,0.105781486,0.092897746,0.092606647,0.094931003,0.096130129,0.066430693,0.08329566,0.077794686,0.06819646,0.064851901,0.101853532,0.077059964,0.075163874,0.055081996,0.078569446,0.042985512,0.066074238,0.050276411,0.085537554,0.034158505,0.021857785,0.075872018,0.094580221,0.085809049,0.09406048,0.069825913,0.058607549,0.131664694,0.136121657,0.149434959,0.109101899,0.090022035,0.099648717,0.111727053,0.117332332,0.120183456,0.115554508,0.103365485,0.08480391,0.088538338,0.0911151,0.092476117,0.102734409,0.10396755,0.089698688,0.058642294,0.129333216,0.091956523,0.080829982,0.123874882,0.086379523,0.075383194,0.091819228,0.117019466,0.076943783,0.062277783,0.07547291,0.015907076,0.090550737,0.049622256,0.056582507,0.099312839,0.04110669,0.085527234
0.050692266,0.056853675,0.045042876,0.056824651,0.04651672,0.078061643,0,0.067812808,0.031608381,0.076130354,0.055594108,0.072516868,0.094137681,0.131477428,0.067700402,0.072063493,0.103943147,0.090033259,0.152158606,0.100834807,0.032812963,0.036231421,0.035001812,0.029752183,0.024612575,0.034768178,0.03384095,0.040261192,0.04799828,0.053624284,0.058726423,0.12001437,0.080840876,0.080386871,0.075834057,0.054256825,0.052105894,0.048263016,0.049291971,0.074282844,0.038749188,0.047368944,0.04599084,0.041185608,0.046176681,0.049936109,0.033625673,0.045845143,0.089020507,0.041910512,0.062968207,0.062254476,0.040042026,0.046887573,0.0646727,0.046193546,0.070856613,0.058143401,0.057852998,0.067320627,0.052154415,0.036000961,0.120071549,0.048424377,0.048995028,0.075320964,0.078782494,0.132904101,0.139835452,0.059016929,0.037232331,0.031639993,0.03327541,0.051998845,0.04233547,0.054753125,0.032346395,0.039823916,0.071195946,0.049490504,0.067575482,0.05433586,0.032595976,0.029820249,0.069896193,0.068264211,0.064288122,0.026843053,0.042691588,0.033623929,0.061966696,0.025936911,0.042446689,0.041728212,0.032556641,0.026390679,0.039285144,0.060662863,0.062213377,0.056578831,0.052239725,0.041204098,0.064598763,0.053004329,0.073670104,0.068708988,0.031368519,0.081458124,0.04249987,0.050114703,0.053358257,0.054647911,0.042635548,0.050660289,0.029873746,0.051814613,0.037178409,0.038966444,0.072082342,0.059260776,0.03837435,0.030335342,0.082611797,0.054124435,0.033091164,0.037214282,0.050140281,0.052479421,0.050011948,0.055387542,0.061044114,0.03883172,0.041169895,0.08418183,0.064138856,0.064990727,0.046899041,0.03447056,0.038931386,0.091994701,0.058556627,0.077245375,0.068738505,0.048511571,0.051520684,0.031724544,0.032415885,0.06094782,0.040022415,0.060126481,0.055368114,0.041135806,0.046373713,0.05239536,0.04470001,0.047626359,0.090746017,0.10439419,0.135813041,0.074340148,0.057983731,0.066088964,0.093108629,0.060515986,0.079735624,0.095379342,0.078581245,0.044059801,0.043998357,0.052249111,0.049627673,0.055053415,0.07167872,0.054053087,0.035211756,0.114433253,0.070794033,0.058303098,0.105194297,0.061617144,0.059849745,0.063855729,0.086250556,0.051701271,0.057434099,0.033607004,0.075100834,0.049019809,0.031144516,0.04339129,0.11670506,0.030804142,0.043154801
0.044729717,0.086079705,0.035073067,0.023680133,0.049225721,0.075081286,0.067812808,0,0.070386735,0.043121857,0.055089172,0.034125869,0.084613162,0.085482938,0.035168983,0.019062755,0.059578953,0.071779424,0.135623761,0.099259098,0.064123383,0.067304475,0.082289439,0.081352778,0.055842015,0.078961914,0.061281675,0.058034434,0.026418276,0.050860802,0.053695029,0.068950928,0.056375562,0.041864921,0.080869972,0.032117022,0.033054928,0.038081363,0.056719402,0.079788157,0.073946696,0.068288372,0.029365156,0.041022988,0.035159569,0.026766825,0.041796059,0.061460235,0.069427673,0.077395034,0.066593822,0.025799764,0.035090427,0.05280941,0.071465723,0.039998941,0.048947661,0.074225924,0.084735444,0.06605792,0.055016098,0.048210401,0.111635479,0.069277061,0.064390928,0.075419666,0.080110818,0.123882216,0.143894176,0.086304319,0.034044616,0.065747391,0.058983854,0.058885272,0.039023885,0.073032807,0.047654654,0.054207436,0.093141877,0.035276672,0.032697796,0.039280556,0.069789497,0.044989186,0.049077067,0.051914068,0.02256126,0.039855774,0.035769895,0.044905799,0.035835047,0.035293639,0.030340584,0.033430634,0.041043705,0.038685834,0.03254317,0.031189098,0.031090331,0.042000067,0.058279249,0.027334389,0.023382817,0.024816736,0.045926449,0.033134379,0.095017057,0.030414501,0.060755325,0.023312491,0.028312548,0.080226537,0.069212501,0.040464814,0.049708784,0.055756386,0.064943171,0.039908419,0.077440155,0.063068392,0.036522135,0.059881628,0.085910553,0.072903959,0.059190627,0.074851978,0.093636913,0.06761918,0.067235587,0.1104788,0.086951773,0.078649334,0.073448452,0.069809657,0.087167363,0.05478108,0.079514988,0.05971984,0.044065549,0.07114789,0.046258753,0.069181671,0.057638663,0.034022341,0.034282209,0.029606938,0.054529142,0.031088571,0.07177988,0.075988274,0.044182272,0.056232888,0.032050077,0.050079879,0.045268021,0.04709269,0.09545886,0.093576219,0.116455307,0.064941375,0.062261113,0.045303202,0.06517246,0.087649577,0.084092063,0.081148251,0.072860434,0.028025485,0.047702172,0.037388602,0.048489414,0.051879791,0.05560033,0.039228247,0.030499926,0.084668458,0.041957942,0.034630937,0.076006669,0.041527426,0.05585252,0.053435502,0.067833844,0.032073773,0.032202464,0.042836206,0.071378857,0.039662538,0.038210173,0.032202471,0.058722869,0.044344061,0.040874436
0.049195844,0.084327822,0.054288462,0.054638618,0.051484616,0.096316611,0.031608381,0.070386735,0,0.055361293,0.059862651,0.061839708,0.063302266,0.114619369,0.070435914,0.068816767,0.080930441,0.08015366,0.124119952,0.087675898,0.040404159,0.038368057,0.055822384,0.059197396,0.031079398,0.060062202,0.040381526,0.050505996,0.051149006,0.035475449,0.039532596,0.121758943,0.076768318,0.073608911,0.098270932,0.043953284,0.035299331,0.054205518,0.052710179,0.087982371,0.06401851,0.062216402,0.052067233,0.04622881,0.037293915,0.04884933,0.045902413,0.071396647,0.113081331,0.048110472,0.056928396,0.075790128,0.034142496,0.051404101,0.072650841,0.06544194,0.076471649,0.067758949,0.076363206,0.091166552,0.074835853,0.065115431,0.10761913,0.055454367,0.042510281,0.070787493,0.061845874,0.125792083,0.122315427,0.055030046,0.057735132,0.047875941,0.059542438,0.087101153,0.043895493,0.0694747,0.048142812,0.058750688,0.097963454,0.028005388,0.062207908,0.062816408,0.046220441,0.027310718,0.0627352,0.060213302,0.060768421,0.049106098,0.040836001,0.042677961,0.049930317,0.039852667,0.043004116,0.044243465,0.042984782,0.040810791,0.029143366,0.053229434,0.049065423,0.053575012,0.068923419,0.044317237,0.06258255,0.045246064,0.063952895,0.050752711,0.063380902,0.075550263,0.051332132,0.040697317,0.043244208,0.074950721,0.046322384,0.04468831,0.04017925,0.05724853,0.041778831,0.05691203,0.109945306,0.068619717,0.054450453,0.051586824,0.126348881,0.100635077,0.060035211,0.066182777,0.064918806,0.064640298,0.057270258,0.080756337,0.07138521,0.045634978,0.037293134,0.099939747,0.079169336,0.069928308,0.051718095,0.031714304,0.045173011,0.076190108,0.059112632,0.081801254,0.083680158,0.063648477,0.054094046,0.030179331,0.042658065,0.062757923,0.066366351,0.073498626,0.043343664,0.037873675,0.030713747,0.038152712,0.058678544,0.055242145,0.094929032,0.108653738,0.131517491,0.069540087,0.058113064,0.063481812,0.078892543,0.051448026,0.086064327,0.078858037,0.059092706,0.044463035,0.040267068,0.03388916,0.041369147,0.037312971,0.051815798,0.041313459,0.051515531,0.095567474,0.044611842,0.060785594,0.090848773,0.041221908,0.072215186,0.067811756,0.058646159,0.064827783,0.059026038,0.030177665,0.093352979,0.040215667,0.049091177,0.047072053,0.106337826,0.040825276,0.029169404
0.03210532,0.104068021,0.052928282,0.039066989,0.06080894,0.088280796,0.076130354,0.043121857,0.055361293,0,0.071358697,0.039105698,0.038866326,0.043362695,0.030268629,0.035571138,0.028956269,0.036625187,0.065233847,0.051963278,0.061437242,0.056291569,0.089145777,0.095495284,0.053947597,0.092001751,0.057063437,0.058318283,0.032722432,0.040170437,0.039145612,0.05077625,0.028241047,0.032388391,0.113065429,0.024026769,0.02452342,0.042394422,0.041335055,0.098170848,0.105014864,0.077075615,0.050099937,0.054195611,0.031732011,0.053845114,0.058301037,0.098004309,0.10754842,0.107848668,0.03273432,0.05896947,0.039556754,0.055694777,0.061372578,0.059362358,0.034712994,0.060426984,0.068108156,0.064375099,0.060329974,0.064999697,0.06088802,0.054208016,0.044541341,0.033394611,0.03933022,0.073182129,0.082005652,0.056886679,0.077295509,0.084944352,0.087411183,0.109283643,0.043908447,0.071910148,0.076680529,0.088733773,0.137478793,0.024395772,0.047620659,0.068640443,0.065525855,0.034916986,0.031847537,0.02813732,0.030691662,0.070061091,0.032543914,0.06695245,0.043939762,0.044763466,0.04554366,0.045239701,0.074164927,0.058914847,0.039158446,0.033474172,0.024738981,0.03342678,0.067275966,0.041126348,0.027772657,0.036215035,0.054674007,0.049393126,0.123476048,0.032943917,0.038590762,0.032630535,0.032438926,0.108005679,0.042716108,0.051206431,0.03714228,0.064030543,0.088242834,0.044357897,0.094207267,0.04957514,0.058018414,0.063296796,0.109602783,0.109595452,0.069858632,0.074022803,0.100960561,0.066299387,0.075080039,0.113214395,0.073553948,0.075315748,0.069355591,0.073857656,0.100350747,0.046698839,0.073950742,0.045620927,0.051741531,0.036033073,0.038224995,0.064138113,0.058288951,0.059583344,0.049814573,0.032467773,0.051208695,0.038744888,0.094043942,0.096060284,0.066555646,0.074608504,0.030360177,0.024608985,0.086895945,0.083529339,0.068733142,0.065529665,0.079780965,0.03087555,0.039100753,0.028439561,0.026262895,0.051411914,0.058300992,0.037743844,0.029204236,0.033503365,0.032312888,0.030647142,0.03109945,0.022386313,0.023698214,0.027584214,0.057626548,0.047004656,0.021836837,0.032677559,0.042745531,0.028182167,0.0537157,0.043199701,0.032344351,0.059420402,0.071448712,0.039301031,0.093071408,0.019695058,0.066295272,0.034793014,0.033321943,0.054054033,0.019338516
